瘤痢锅龋,瘤痢疙,老矫,乞闭扁柯,弥绊扁柯,弥绊扁柯矫阿,弥历扁柯,弥历扁柯矫阿,老背瞒,墨款飘
236,何咯,2020-11-13,8.2,17.9,14:39,0.6,06:36,",17.3",683 
236,何咯,2020-11-14,9.6,18.7,14:43,3.1,02:03,",15.6",684 
236,何咯,2020-11-15,8.8,18.9,13:57,1.5,07:03,",17.4",685 
236,何咯,2020-11-16,9.4,18,14:03,2.7,06:18,",15.3",686 
236,何咯,2020-11-17,12.8,19.2,13:14,5.4,01:46,",13.8",687 
236,何咯,2020-11-18,15.8,20.1,21:55,11.5,01:54,",8.6",688 
236,何咯,2020-11-19,16,21.3,04:59,11.1,23:51,",10.2",689 
236,何咯,2020-11-20,6.9,11.2,00:06,5.1,23:36,",6.1",690 
236,何咯,2020-11-21,7.5,13.7,14:29,0.2,07:29,",13.5",691 
236,何咯,2020-11-22,8.1,10.6,10:37,4.2,22:42,",6.4",692 
236,何咯,2020-11-23,4.2,8.6,14:30,-1.1,23:38,",9.7",693 
236,何咯,2020-11-24,4.5,11,15:31,-0.2,00:01,",11.2",694 
236,何咯,2020-11-25,4.1,12.6,13:43,-2.1,07:19,",14.7",695 
236,何咯,2020-11-26,6.5,12.9,14:14,1.6,00:05,",11.3",696 
236,何咯,2020-11-27,4.8,9.8,13:51,-0.3,23:54,",10.1",697 
236,何咯,2020-11-28,3.6,6.7,13:44,-0.9,00:38,",7.6",698 
236,何咯,2020-11-29,1.9,4.7,16:27,0.1,03:06,",4.6",699 
236,何咯,2020-11-30,1.5,7.9,14:19,-3,23:41,",10.9",700 
236,何咯,2020-12-01,0.9,8.5,14:50,-5.6,07:09,",14.1",701 
236,何咯,2020-12-02,3.7,10.3,14:15,-1.2,00:47,",11.5",702 
236,何咯,2020-12-03,0.8,7,14:05,-3.9,23:59,",10.9",703 
236,何咯,2020-12-04,-0.7,7,14:24,-6.1,07:00,",13.1",704 
236,何咯,2020-12-05,2,8.7,12:39,-3.6,01:38,",12.3",705 
236,何咯,2020-12-06,2,9.9,13:56,-2.9,06:24,",12.8",706 
236,何咯,2020-12-07,2.8,8,15:38,-2.3,01:10,",10.3",707 
236,何咯,2020-12-08,-0.1,5.6,13:10,-4.9,23:44,",10.5",708 
236,何咯,2020-12-09,0.9,8.5,14:30,-7.1,06:42,",15.6",709 
236,何咯,2020-12-10,5.7,11.1,14:59,2,06:19,",9.1",710 
236,何咯,2020-12-11,5.6,11.3,13:39,1.9,07:21,",9.4",711 
236,何咯,2020-12-12,3.5,9.3,13:42,-3,23:45,",12.3",712 
236,何咯,2020-12-13,0.6,7,14:30,-3.4,00:21,",10.4",713 
236,何咯,2020-12-14,-3.9,-1,14:39,-8.4,23:02,",7.4",714 
236,何咯,2020-12-15,-5.3,-0.4,15:00,-10.2,07:56,",9.8",715 
236,何咯,2020-12-16,-5.7,-0.4,15:06,-9.9,06:53,",9.5",716 
236,何咯,2020-12-17,-4.1,3.2,14:37,-10.2,04:23,",13.4",717 
236,何咯,2020-12-18,-0.4,4.9,13:50,-3.8,20:26,",8.7",718 
236,何咯,2020-12-19,-3.5,1.5,14:09,-9.6,07:52,",11.1",719 
236,何咯,2020-12-20,-3.5,4.1,14:36,-8.6,06:46,",12.7",720 
236,何咯,2020-12-21,-1.5,4,15:11,-6.8,01:14,",10.8",721 
236,何咯,2020-12-22,-0.9,8.1,14:46,-4.7,00:01,",12.8",722 
236,何咯,2020-12-23,1.9,9.2,15:13,-5.2,05:52,",14.4",723 
236,何咯,2020-12-24,2.2,9.5,13:00,-3.6,23:45,",13.1",724 
236,何咯,2020-12-25,-0.7,5.9,15:07,-4.8,23:52,",10.7",725 
236,何咯,2020-12-26,-1,6.2,15:42,-6,03:21,",12.2",726 
236,何咯,2020-12-27,1.1,8.4,15:14,-4.4,08:00,",12.8",727 
236,何咯,2020-12-28,3.1,12.6,15:33,-3.3,03:53,",15.9",728 
236,何咯,2020-12-29,0.6,5.9,12:50,-2.1,23:57,",8",729 
236,何咯,2020-12-30,-6.4,-2.1,00:01,-8.4,23:48,",6.3",730 
236,何咯,2020-12-31,-7.6,-2.1,15:51,-12.4,07:08,",10.3",731 
236,何咯,2021-01-01,-6.2,-2.2,15:37,-11.5,07:25,",9.3",732 
236,何咯,2021-01-02,-4.5,0.9,15:04,-8.3,24:00:00,",9.2",733 
236,何咯,2021-01-03,-5.1,-0.1,14:47,-10.4,07:15,",10.3",734 
236,何咯,2021-01-04,-3.5,2,15:59,-9.5,04:47,",11.5",735 
236,何咯,2021-01-05,-3.4,0.4,13:58,-10.1,24:00:00,",10.5",736 
236,何咯,2021-01-06,-6,-0.6,14:05,-12.3,05:16,",11.7",737 
236,何咯,2021-01-07,-11.3,-3.2,00:01,-19.2,24:00:00,",16",738 
236,何咯,2021-01-08,-15.3,-8.2,15:19,-20.7,07:49,",12.5",739 
236,何咯,2021-01-09,-13,-6,15:36,-21.2,07:33,",15.2",740 
236,何咯,2021-01-10,-8.8,-1.8,15:52,-17.6,08:08,",15.8",741 
236,何咯,2021-01-11,-6.5,-2.5,14:44,-11.6,05:58,",9.1",742 
236,何咯,2021-01-12,-3.4,2.2,14:30,-9.4,02:48,",11.6",743 
236,何咯,2021-01-13,0.4,9.5,14:51,-6.1,08:40,",15.6",744 
236,何咯,2021-01-14,1.7,9.7,16:03,-3.7,04:38,",13.4",745 
236,何咯,2021-01-15,3.7,12.2,13:38,-3.1,00:02,",15.3",746 
236,何咯,2021-01-16,-1.7,2.2,00:01,-4.4,22:24,",6.6",747 
236,何咯,2021-01-17,-3.6,1.5,14:38,-9.2,07:43,",10.7",748 
236,何咯,2021-01-18,-1.3,5,14:48,-5,01:34,",10",749 
236,何咯,2021-01-19,-5.5,0.5,16:16,-11.2,07:40,",11.7",750 
236,何咯,2021-01-20,-1.8,8.3,16:32,-9.7,07:37,",18",751 
236,何咯,2021-01-21,3.3,7.6,12:51,-1.8,00:02,",9.4",752 
236,何咯,2021-01-22,7.4,12.8,13:50,3.7,05:12,",9.1",753 
236,何咯,2021-01-23,9.2,12.8,15:21,6.4,07:42,",6.4",754 
236,何咯,2021-01-24,8,13.8,15:09,4.1,07:40,",9.7",755 
236,何咯,2021-01-25,6.3,15.3,15:15,1,06:30,",14.3",756 
236,何咯,2021-01-26,4.8,7.4,15:25,2.4,00:55,",5",757 
236,何咯,2021-01-27,3.1,8.5,14:46,-1.6,07:58,",10.1",758 
236,何咯,2021-01-28,-1.5,4.3,13:31,-5.5,23:58,",9.8",759 
236,何咯,2021-01-29,-5.2,-0.3,15:07,-9.4,07:08,",9.1",760 
236,何咯,2021-01-30,-1,9.3,15:16,-8.3,03:53,",17.6",761 
236,何咯,2021-01-31,2.5,11.5,15:54,-6.5,07:22,",18",762 
236,何咯,2021-02-01,6.2,10.8,15:12,2,24:00:00,",8.8",763 
236,何咯,2021-02-02,-2.2,2,00:01,-4.8,23:57,",6.8",764 
236,何咯,2021-02-03,-2.2,3.5,15:42,-9.6,07:31,",13.1",765 
236,何咯,2021-02-04,-1,3.6,14:20,-5.4,23:51,",9",766 
236,何咯,2021-02-05,0,8,15:25,-7.4,07:34,",15.4",767 
236,何咯,2021-02-06,5,9.6,16:03,-2.5,00:19,",12.1",768 
236,何咯,2021-02-07,4.7,11.4,14:33,-0.3,23:32,",11.7",769 
236,何咯,2021-02-08,-2,2.8,13:42,-6.2,06:53,",9",770 
236,何咯,2021-02-09,-1.3,7.5,15:19,-8.4,07:04,",15.9",771 
236,何咯,2021-02-10,1,10.3,15:19,-6.2,07:06,",16.5",772 
236,何咯,2021-02-11,3.8,12.1,15:13,-2.6,03:24,",14.7",773 
236,何咯,2021-02-12,5.2,16,15:30,-1.9,05:53,",17.9",774 
236,何咯,2021-02-13,6,17.4,15:53,-3.2,07:30,",20.6",775 
236,何咯,2021-02-14,7.6,14.3,15:35,1.6,02:03,",12.7",776 
236,何咯,2021-02-15,2.8,7,00:06,-1.2,23:55,",8.2",777 
236,何咯,2021-02-16,-3.4,2,11:09,-7.9,20:30,",9.9",778 
236,何咯,2021-02-17,-5.7,-3.9,11:08,-7.2,03:18,",3.3",779 
236,何咯,2021-02-18,-4.1,1,16:21,-7.5,00:55,",8.5",780 
236,何咯,2021-02-19,0.9,9.1,14:53,-9.1,06:39,",18.2",781 
236,何咯,2021-02-20,8,16.3,14:39,2.1,23:53,",14.2",782 
236,何咯,2021-02-21,9.6,20.6,14:18,-0.9,06:25,",21.5",783 
236,何咯,2021-02-22,8.3,19.1,13:52,1.7,23:55,",17.4",784 
236,何咯,2021-02-23,1.3,8,15:30,-4.6,07:00,",12.6",785 
236,何咯,2021-02-24,3.1,11.4,15:24,-2.8,01:38,",14.2",786 
236,何咯,2021-02-25,3.3,8.1,15:39,-2.3,01:56,",10.4",787 
236,何咯,2021-02-26,9.4,15.5,14:10,4.1,06:32,",11.4",788 
236,何咯,2021-02-27,8.6,13.9,14:39,3.7,06:10,",10.2",789 
236,何咯,2021-02-28,7.2,12.3,13:08,1.3,06:12,",11",790 
236,何咯,2021-03-01,8.7,14.8,12:31,3.2,23:56,",11.6",791 
236,何咯,2021-03-02,3.5,8.7,15:37,-0.8,23:48,",9.5",792 
236,何咯,2021-03-03,3.2,9.7,15:59,-3.3,06:55,",13",793 
236,何咯,2021-03-04,5.1,10.4,14:28,0.4,04:02,",10",794 
236,何咯,2021-03-05,8.9,17.8,16:02,-0.4,07:16,",18.2",795 
236,何咯,2021-03-06,7.7,15.8,15:25,2.3,06:54,",13.5",796 
236,何咯,2021-03-07,7,12.4,16:37,3.5,23:59,",8.9",797 
236,何咯,2021-03-08,6.3,14.2,14:53,0.8,03:33,",13.4",798 
236,何咯,2021-03-09,6,13.5,15:42,1,05:08,",12.5",799 
236,何咯,2021-03-10,7.2,18,15:51,-2.1,06:27,",20.1",800 
236,何咯,2021-03-11,9.3,18.3,15:05,0.1,04:25,",18.2",801 
236,何咯,2021-03-12,7.9,10,00:01,4.9,23:54,",5.1",802 
236,何咯,2021-03-13,8.5,15.7,14:17,0.3,07:01,",15.4",803 
236,何咯,2021-03-14,7.9,15.5,15:02,2.3,04:55,",13.2",804 
236,何咯,2021-03-15,9.9,18,15:13,1.1,05:27,",16.9",805 
236,何咯,2021-03-16,9.8,16.2,14:46,1.4,23:57,",14.8",806 
236,何咯,2021-03-17,7.4,18.9,15:47,-1.6,06:01,",20.5",807 
236,何咯,2021-03-18,9.7,20.1,15:37,0.5,06:40,",19.6",808 
236,何咯,2021-03-19,13.4,19.7,15:35,7.5,05:35,",12.2",809 
236,何咯,2021-03-20,8.8,11.5,01:30,5.9,22:57,",5.6",810 
236,何咯,2021-03-21,6.5,11,13:08,4.2,21:24,",6.8",811 
236,何咯,2021-03-22,5.7,12.7,15:11,-1.5,06:18,",14.2",812 
236,何咯,2021-03-23,7.4,16,13:39,-0.2,06:22,",16.2",813 
236,何咯,2021-03-24,8.5,18,14:43,0.3,06:22,",17.7",814 
236,何咯,2021-03-25,10.5,20.8,14:19,1.6,06:30,",19.2",815 
236,何咯,2021-03-26,11.8,22.8,16:56,3.7,07:19,",19.1",816 
236,何咯,2021-03-27,10.8,14.2,23:59,4.8,04:11,",9.4",817 
236,何咯,2021-03-28,9.4,14.3,00:01,8.4,19:46,",5.9",818 
236,何咯,2021-03-29,11.3,17.9,13:28,6.8,06:17,",11.1",819 
236,何咯,2021-03-30,11.5,19.9,14:55,3.8,06:36,",16.1",820 
236,何咯,2021-03-31,12.5,24,16:27,1.8,06:37,",22.2",821 
236,何咯,2021-04-01,14.7,21.6,15:43,5.2,05:45,",16.4",822 
236,何咯,2021-04-02,17.6,22.9,16:16,11.8,06:51,",11.1",823 
236,何咯,2021-04-03,15.9,18.8,09:52,12.3,23:49,",6.5",824 
236,何咯,2021-04-04,11.7,15,15:02,9.5,23:14,",5.5",825 
236,何咯,2021-04-05,11.6,18.6,15:07,5.9,05:54,",12.7",826 
236,何咯,2021-04-06,11.9,20.9,14:07,3.7,04:13,",17.2",827 
236,何咯,2021-04-07,12.4,22.6,15:10,3.6,06:15,",19",828 
236,何咯,2021-04-08,11.7,19.7,15:01,3.6,05:50,",16.1",829 
236,何咯,2021-04-09,11.7,20.4,16:00,1.4,05:53,",19",830 
236,何咯,2021-04-10,12,19.7,15:41,4.1,06:03,",15.6",831 
236,何咯,2021-04-11,14,22.8,15:50,4.3,06:04,",18.5",832 
236,何咯,2021-04-12,13.2,15.9,10:28,10.6,05:00,",5.3",833 
236,何咯,2021-04-13,9.9,16.2,11:00,3.2,23:56,",13",834 
236,何咯,2021-04-14,7.9,16.5,14:25,0.4,06:30,",16.1",835 
236,何咯,2021-04-15,9.6,18.7,15:46,0.3,04:23,",18.4",836 
236,何咯,2021-04-16,10.4,14.7,11:10,5.8,02:05,",8.9",837 
236,何咯,2021-04-17,9.4,16.4,12:43,3.8,04:19,",12.6",838 
236,何咯,2021-04-18,10.4,16.9,14:57,4.2,23:59,",12.7",839 
236,何咯,2021-04-19,10.8,20.7,15:09,1.3,05:42,",19.4",840 
236,何咯,2021-04-20,13.8,24.6,15:24,3.4,06:10,",21.2",841 
236,何咯,2021-04-21,17.6,28.8,14:44,8,06:23,",20.8",842 
236,何咯,2021-04-22,20.5,27.1,15:23,12.6,05:29,",14.5",843 
236,何咯,2021-04-23,19.5,23.3,14:05,16.4,23:05,",6.9",844 
236,何咯,2021-04-24,17.1,24.9,14:58,10.8,23:57,",14.1",845 
236,何咯,2021-04-25,16.5,25.2,15:39,7.3,05:34,",17.9",846 
236,何咯,2021-04-26,15.1,22.7,15:33,8.3,05:40,",14.4",847 
236,何咯,2021-04-27,15,21,15:18,9.2,04:13,",11.8",848 
236,何咯,2021-04-28,15.5,20.3,15:42,11.9,23:59,",8.4",849 
236,何咯,2021-04-29,14.2,18.9,15:18,8.8,06:03,",10.1",850 
236,何咯,2021-04-30,12,16,11:59,8.3,23:37,",7.7",851 
236,何咯,2021-05-01,10.3,13.9,16:24,6.9,23:51,",7",852 
236,何咯,2021-05-02,12.3,19.6,14:36,6.7,23:51,",12.9",853 
236,何咯,2021-05-03,13.2,22.7,14:24,3.9,04:49,",18.8",854 
236,何咯,2021-05-04,15.9,23,13:05,9.8,01:36,",13.2",855 
236,何咯,2021-05-05,13.4,20.2,15:06,6.3,23:58,",13.9",856 
236,何咯,2021-05-06,13.5,23.1,14:33,3.4,05:32,",19.7",857 
236,何咯,2021-05-07,13.5,19.5,14:28,8.1,23:27,",11.4",858 
236,何咯,2021-05-08,14.2,22.6,14:45,5.7,04:47,",16.9",859 
236,何咯,2021-05-09,14.6,23.1,13:55,6.1,04:59,",17",860 
236,何咯,2021-05-10,11.9,13.8,17:12,8.9,01:16,",4.9",861 
236,何咯,2021-05-11,15.7,20.7,14:50,12.2,04:32,",8.5",862 
236,何咯,2021-05-12,19.9,27.5,16:19,12.7,03:32,",14.8",863 
236,何咯,2021-05-13,20.7,29.3,15:48,12.4,05:17,",16.9",864 
236,何咯,2021-05-14,21.7,31.4,15:10,14.3,05:39,",17.1",865 
236,何咯,2021-05-15,21.4,26.5,13:39,18.4,04:53,",8.1",866 
236,何咯,2021-05-16,20.1,22.2,04:18,16.1,23:57,",6.1",867 
236,何咯,2021-05-17,15.8,17.4,11:17,14.9,04:09,",2.5",868 
236,何咯,2021-05-18,17.9,24,15:38,14.4,03:19,",9.6",869 
236,何咯,2021-05-19,19.5,28.6,15:29,12.9,06:57,",15.7",870 
236,何咯,2021-05-20,16.7,19.4,10:47,15.3,23:51,",4.1",871 
236,何咯,2021-05-21,14.9,17.4,12:50,12.2,23:48,",5.2",872 
236,何咯,2021-05-22,17.3,26.1,14:40,11.1,02:14,",15",873 
236,何咯,2021-05-23,19.1,26.3,14:04,11.1,05:32,",15.2",874 
236,何咯,2021-05-24,19.3,25.9,14:31,14.2,22:29,",11.7",875 
236,何咯,2021-05-25,15.9,21.4,13:04,11.7,23:48,",9.7",876 
236,何咯,2021-05-26,16.3,23.3,13:44,11.7,00:04,",11.6",877 
236,何咯,2021-05-27,16.2,20.8,14:20,12.4,22:45,",8.4",878 
236,何咯,2021-05-28,15.5,22,16:07,11.1,02:06,",10.9",879 
236,何咯,2021-05-29,17.4,25.4,13:19,10.3,05:30,",15.1",880 
236,何咯,2021-05-30,19.7,28,16:53,11,05:05,",17",881 
236,何咯,2021-05-31,19.3,27.4,15:37,15.1,03:26,",12.3",882 
236,何咯,2021-06-01,21.1,28.3,13:58,13.3,05:36,",15",883 
236,何咯,2021-06-02,23.1,30.1,15:59,16.2,05:45,",13.9",884 
236,何咯,2021-06-03,17.8,19.7,08:41,15.2,23:54,",4.5",885 
236,何咯,2021-06-04,17.9,23.9,14:02,11.8,05:17,",12.1",886 
236,何咯,2021-06-05,20.2,24.8,14:31,13.3,04:37,",11.5",887 
236,何咯,2021-06-06,21.3,27.2,14:42,16.3,05:29,",10.9",888 
236,何咯,2021-06-07,21.6,28.7,16:06,14,05:11,",14.7",889 
236,何咯,2021-06-08,23.1,30,13:57,16.4,05:36,",13.6",890 
236,何咯,2021-06-09,25.4,33,15:57,18.8,05:21,",14.2",891 
236,何咯,2021-06-10,24.1,29.9,13:21,20.2,04:37,",9.7",892 
236,何咯,2021-06-11,23,27.7,16:43,20.1,04:06,",7.6",893 
236,何咯,2021-06-12,24.2,30.6,16:25,18.5,03:08,",12.1",894 
236,何咯,2021-06-13,22.4,29.9,16:32,18.6,07:02,",11.3",895 
236,何咯,2021-06-14,22.5,28.6,15:18,18.5,01:16,",10.1",896 
236,何咯,2021-06-15,22.1,24.4,15:52,20.9,04:40,",3.5",897 
236,何咯,2021-06-16,23.8,27.5,14:52,20.1,03:54,",7.4",898 
236,何咯,2021-06-17,21,24.1,12:45,19,05:12,",5.1",899 
236,何咯,2021-06-18,20.3,22.1,17:46,18.1,23:44,",4",900 
236,何咯,2021-06-19,21.7,28.1,14:58,16.5,03:44,",11.6",901 
236,何咯,2021-06-20,23.2,30.1,14:16,16.5,02:20,",13.6",902 
236,何咯,2021-06-21,23,31.2,14:02,17.3,05:16,",13.9",903 
236,何咯,2021-06-22,21.9,26.9,12:13,16.8,04:26,",10.1",904 
236,何咯,2021-06-23,20.6,24.3,14:38,18.6,23:58,",5.7",905 
236,何咯,2021-06-24,22.3,27.4,15:00,18.6,00:01,",8.8",906 
236,何咯,2021-06-25,23.1,29.6,15:30,17,05:18,",12.6",907 
236,何咯,2021-06-26,22.8,27.9,14:40,20,05:40,",7.9",908 
236,何咯,2021-06-27,24.1,30,15:55,18.8,03:55,",11.2",909 
236,何咯,2021-06-28,23.7,29.1,13:46,20.8,03:38,",8.3",910 
236,何咯,2021-06-29,23.3,29.7,14:32,19.6,03:30,",10.1",911 
236,何咯,2021-06-30,24.5,30.7,16:24,20.2,01:37,",10.5",912 
236,何咯,2021-07-01,26.1,32,16:05,20.3,04:23,",11.7",913 
236,何咯,2021-07-02,26.8,32.2,15:55,22.1,05:06,",10.1",914 
236,何咯,2021-07-03,23.7,27.3,12:29,21.4,19:12,",5.9",915 
236,何咯,2021-07-04,22.2,24.7,02:13,21.2,19:43,",3.5",916 
236,何咯,2021-07-05,21.6,24.7,13:33,19.5,04:24,",5.2",917 
236,何咯,2021-07-06,22.9,24.9,13:11,20.4,03:16,",4.5",918 
236,何咯,2021-07-07,25.4,27.7,15:30,23.4,05:19,",4.3",919 
236,何咯,2021-07-08,25.2,29.6,14:14,22.8,05:02,",6.8",920 
236,何咯,2021-07-09,25.5,29.7,13:24,22.3,01:48,",7.4",921 
236,何咯,2021-07-10,26.3,31.3,15:22,23,01:26,",8.3",922 
236,何咯,2021-07-11,26,30.5,15:31,23.3,02:43,",7.2",923 
236,何咯,2021-07-12,27.7,33.2,15:17,24.4,01:46,",8.8",924 
236,何咯,2021-07-13,27.8,33,15:21,23,05:42,",10",925 
236,何咯,2021-07-14,27.7,32,15:43,23.5,04:55,",8.5",926 
236,何咯,2021-07-15,28.5,34.4,14:50,23,05:49,",11.4",927 
236,何咯,2021-07-16,26.5,34.1,15:09,22,21:01,",12.1",928 
236,何咯,2021-07-17,25.1,32.3,14:28,21.7,05:27,",10.6",929 
236,何咯,2021-07-18,25.6,32.7,14:17,21.7,05:24,",11",930 
236,何咯,2021-07-19,25.8,32.6,15:31,22.5,04:09,",10.1",931 
236,何咯,2021-07-20,27.1,31.1,14:17,22.8,04:39,",8.3",932 
236,何咯,2021-07-21,29,34.7,15:43,23.8,05:49,",10.9",933 
236,何咯,2021-07-22,28.2,34.2,15:05,22.2,05:10,",12",934 
236,何咯,2021-07-23,28.3,34.7,15:14,22.9,04:32,",11.8",935 
236,何咯,2021-07-24,28.9,34.5,16:22,23.7,05:26,",10.8",936 
236,何咯,2021-07-25,28.2,33.6,15:37,23.5,03:53,",10.1",937 
236,何咯,2021-07-26,28.2,34.4,15:09,22.2,04:44,",12.2",938 
236,何咯,2021-07-27,28.4,34.8,14:54,22,05:15,",12.8",939 
236,何咯,2021-07-28,28.1,34.3,15:16,23.8,05:23,",10.5",940 
236,何咯,2021-07-29,28.6,34.6,15:11,24,06:02,",10.6",941 
236,何咯,2021-07-30,28.3,34.1,14:12,23.5,05:36,",10.6",942 
236,何咯,2021-07-31,28.3,33.7,15:41,24.6,23:58,",9.1",943 
236,何咯,2021-08-01,25.3,27.4,11:44,23.9,03:08,",3.5",944 
236,何咯,2021-08-02,25.5,28,16:05,24.2,04:02,",3.8",945 
236,何咯,2021-08-03,27.1,31,14:10,23.8,02:58,",7.2",946 
236,何咯,2021-08-04,28.1,33.5,16:33,24.1,03:42,",9.4",947 
236,何咯,2021-08-05,28.7,34.4,16:10,23.7,04:58,",10.7",948 
236,何咯,2021-08-06,27.7,34.9,14:02,23.8,05:43,",11.1",949 
236,何咯,2021-08-07,27.4,34,14:04,22.3,05:09,",11.7",950 
236,何咯,2021-08-08,26.2,29.9,14:13,22.9,02:24,",7",951 
236,何咯,2021-08-09,27.2,32.9,15:17,21.6,03:34,",11.3",952 
236,何咯,2021-08-10,27.1,32.7,14:26,23,23:46,",9.7",953 
236,何咯,2021-08-11,26.9,33.3,14:42,21.7,05:10,",11.6",954 
236,何咯,2021-08-12,25.5,32.4,13:03,21.4,23:48,",11",955 
236,何咯,2021-08-13,25.3,29.7,13:56,20.9,00:58,",8.8",956 
236,何咯,2021-08-14,25.2,29,16:10,23.4,04:50,",5.6",957 
236,何咯,2021-08-15,26,32,15:35,21.6,06:03,",10.4",958 
236,何咯,2021-08-16,26.1,30.7,15:20,21.6,05:56,",9.1",959 
236,何咯,2021-08-17,25.4,30.8,15:33,21.9,03:43,",8.9",960 
236,何咯,2021-08-18,24.6,30.5,12:42,19.7,06:02,",10.8",961 
236,何咯,2021-08-19,24.6,29.9,14:08,20.5,05:31,",9.4",962 
236,何咯,2021-08-20,25.7,31.5,14:46,19.6,05:04,",11.9",963 
236,何咯,2021-08-21,24.2,28.3,15:24,21.8,06:38,",6.5",964 
236,何咯,2021-08-22,24.7,29.5,14:27,21.2,06:05,",8.3",965 
236,何咯,2021-08-23,22.2,23.4,09:17,21.1,19:41,",2.3",966 
236,何咯,2021-08-24,24.4,28.8,11:49,21.4,00:16,",7.4",967 
236,何咯,2021-08-25,23.2,24.6,09:25,22,23:19,",2.6",968 
236,何咯,2021-08-26,24.8,28.8,13:45,21.8,04:25,",7",969 
236,何咯,2021-08-27,21.3,23.6,08:25,19.9,14:12,",3.7",970 
236,何咯,2021-08-28,22.7,27.3,12:08,18.7,05:03,",8.6",971 
236,何咯,2021-08-29,22.4,28,15:42,19,02:40,",9",972 
236,何咯,2021-08-30,22.3,25.5,14:36,19.2,04:41,",6.3",973 
236,何咯,2021-08-31,23.6,28.8,14:33,21.2,02:47,",7.6",974 
236,何咯,2021-09-01,23.9,26.1,16:10,21.8,00:01,",4.3",975 
236,何咯,2021-09-02,22.7,25.1,15:04,20.2,23:26,",4.9",976 
236,何咯,2021-09-03,23.1,28.4,16:27,19.1,05:47,",9.3",977 
236,何咯,2021-09-04,22.6,28.5,14:26,17.9,06:02,",10.6",978 
236,何咯,2021-09-05,21,24.4,14:10,18.5,06:22,",5.9",979 
236,何咯,2021-09-06,20.3,24,10:12,18.5,21:15,",5.5",980 
236,何咯,2021-09-07,20.8,25,15:08,18.5,02:19,",6.5",981 
236,何咯,2021-09-08,22.2,28.3,14:54,17.7,23:48,",10.6",982 
236,何咯,2021-09-09,21.1,28.2,14:37,16.2,04:02,",12",983 
236,何咯,2021-09-10,22.5,27.8,14:27,19,05:52,",8.8",984 
236,何咯,2021-09-11,23.2,29.8,16:23,19.1,05:43,",10.7",985 
236,何咯,2021-09-12,23,29.3,16:31,18.4,03:36,",10.9",986 
236,何咯,2021-09-13,23.3,29,14:08,20.5,02:55,",8.5",987 
236,何咯,2021-09-14,22.6,26.7,13:19,19.3,06:12,",7.4",988 
236,何咯,2021-09-15,23.3,29,15:13,18.6,05:05,",10.4",989 
236,何咯,2021-09-16,22.2,26.9,13:31,16.8,06:14,",10.1",990 
236,何咯,2021-09-17,20.8,24.7,14:12,17.8,23:54,",6.9",991 
236,何咯,2021-09-18,21.7,28.2,13:59,16.1,05:39,",12.1",992 
236,何咯,2021-09-19,21.8,28.8,14:46,16.3,06:03,",12.5",993 
236,何咯,2021-09-20,22.8,28.4,14:15,16.4,06:26,",12",994 
236,何咯,2021-09-21,22.4,26.6,15:09,20.3,07:16,",6.3",995 
236,何咯,2021-09-22,21.4,27.6,13:03,16.2,23:55,",11.4",996 
236,何咯,2021-09-23,19.7,27.2,14:24,14.6,03:26,",12.6",997 
236,何咯,2021-09-24,20.1,27.3,14:22,12.9,06:05,",14.4",998 
236,何咯,2021-09-25,21.1,24.3,11:23,17.2,01:34,",7.1",999 
236,何咯,2021-09-26,21.2,24.9,14:01,17.4,06:08,",7.5",1000 
236,何咯,2021-09-27,21.6,27.1,13:35,17.9,06:53,",9.2",1001 
236,何咯,2021-09-28,21,24.3,11:47,19.5,05:43,",4.8",1002 
236,何咯,2021-09-29,20.7,23.2,13:41,19.1,23:33,",4.1",1003 
236,何咯,2021-09-30,20.6,28.3,15:45,16.2,07:02,",12.1",1004 
236,何咯,2021-10-01,20.3,27.7,15:38,14.9,04:04,",12.8",1005 
236,何咯,2021-10-02,20.3,27.6,15:18,14.8,03:33,",12.8",1006 
236,何咯,2021-10-03,21.1,30.3,14:53,16,00:36,",14.3",1007 
236,何咯,2021-10-04,22.4,28.7,12:18,15.7,01:24,",13",1008 
236,何咯,2021-10-05,22.5,28.5,14:55,18.1,22:57,",10.4",1009 
236,何咯,2021-10-06,21.4,28.4,13:59,17.4,02:41,",11",1010 
236,何咯,2021-10-07,19.6,23.5,10:52,17.4,22:31,",6.1",1011 
236,何咯,2021-10-08,20,22.2,12:29,17.6,06:38,",4.6",1012 
236,何咯,2021-10-09,22.6,28.8,15:15,19.4,05:14,",9.4",1013 
236,何咯,2021-10-10,21.6,27.7,11:55,16.9,24:00:00,",10.8",1014 
236,何咯,2021-10-11,15.5,17.8,13:26,12.4,07:14,",5.4",1015 
236,何咯,2021-10-12,16.2,17.1,16:06,15.7,07:38,",1.4",1016 
236,何咯,2021-10-13,19.4,25.1,12:45,16,03:20,",9.1",1017 
236,何咯,2021-10-14,19,26.1,12:44,14.2,06:59,",11.9",1018 
236,何咯,2021-10-15,18,23.1,13:24,15,00:01,",8.1",1019 
236,何咯,2021-10-16,12.3,17.4,00:32,6.1,23:53,",11.3",1020 
236,何咯,2021-10-17,5.7,13,14:17,0.5,06:03,",12.5",1021 
236,何咯,2021-10-18,8.6,17.4,15:26,-0.2,05:46,",17.6",1022 
236,何咯,2021-10-19,10,17.2,14:09,4.6,23:35,",12.6",1023 
